run_id,created_at,competition_id,status,provider,model_id,mode,prompt_profile,temperature,max_tokens,metric_name,score_raw,score_normalized,secondary_r2,runtime_seconds,budget_time_seconds,seed,submission_sha256,normalized_submission_sha256,time_used_frac
bank-customer-churn-ict-u-ai_cfec1e7176f4,2026-01-26T21:04:01-08:00,bank-customer-churn-ict-u-ai,success,nanogpt,deepseek/deepseek-v3.2,,sota-xgb,,,auc,0.928398697823456,0.928398697823456,,60.587372,1200,155175355,f1a96dd298abeaeb…,f1a96dd298abeaeb…,0.0505
bank-customer-churn-ict-u-ai_901e11447c43,2026-01-26T21:03:00-08:00,bank-customer-churn-ict-u-ai,success,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,,sota-xgb,,,auc,0.927888735491128,0.927888735491128,,63.082401,1200,331587740,e76ff67b4032a7a8…,e76ff67b4032a7a8…,0.0526
bank-customer-churn-ict-u-ai_b2acfead9317,2026-01-27T17:43:02-08:00,bank-customer-churn-ict-u-ai,success,openrouter,google/gemini-2.5-flash,,simple-baseline,,,auc,0.927857374171226,0.927857374171226,,92.366925,240,420821752,b5bb585b4e24393e…,85e64d39f2e6c3b7…,0.3849
bank-customer-churn-ict-u-ai_b7a8e7f43a24,2026-01-26T21:02:50-08:00,bank-customer-churn-ict-u-ai,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,,sota-xgb,,,auc,0.927797037718805,0.927797037718805,,53.573217,1200,1471528931,8dca2f2540d1b0cc…,8dca2f2540d1b0cc…,0.0446
bank-customer-churn-ict-u-ai_2a7b280a3681,2026-01-26T21:03:59-08:00,bank-customer-churn-ict-u-ai,success,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,,sota-xgb,,,auc,0.927299688091221,0.927299688091221,,71.349434,1200,1877528406,42d13ae9f302c518…,42d13ae9f302c518…,0.0595
bank-customer-churn-ict-u-ai_d447de7dc137,2026-01-26T18:53:29-08:00,bank-customer-churn-ict-u-ai,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,,simple-baseline,,,auc,0.927154471544715,0.927154471544715,,88.617286,240,1374344314,b879b25ec830a326…,ca8d1f284ea18734…,0.3692
bank-customer-churn-ict-u-ai_baf19de60862,2026-01-26T19:16:34-08:00,bank-customer-churn-ict-u-ai,success,chutes,microsoft/Phi-3.5-mini-instruct,,simple-baseline,,,auc,0.927126859947845,0.927126859947845,,67.086766,240,689678780,1b40e12181513317…,ca2406ba7d239134…,0.2795
bank-customer-churn-ict-u-ai_07b097e1ec78,2026-01-25T17:26:24-08:00,bank-customer-churn-ict-u-ai,success,chutes,zai-org/GLM-4.6-FP8,,simple-baseline,,,auc,0.926770977143734,0.926770977143734,,90.36487,240,573105054,1f67936e1e25fb46…,041b2877f9bc1821…,0.3765
bank-customer-churn-ict-u-ai_5a87addce82b,2026-01-26T21:02:47-08:00,bank-customer-churn-ict-u-ai,success,chutes,zai-org/GLM-4.6-FP8,,sota-xgb,,,auc,0.926653713078011,0.926653713078011,,50.570414,1200,186307770,9e459aff58d0f9eb…,9e459aff58d0f9eb…,0.0421
bank-customer-churn-ict-u-ai_6b560f29f024,2026-01-26T19:15:26-08:00,bank-customer-churn-ict-u-ai,success,chutes,zai-org/GLM-4.6-FP8,,simple-baseline,,,auc,0.926071483356343,0.926071483356343,,72.849157,240,1097789273,eb51bc9848921d98…,5055e394c35d6dfd…,0.3035
bank-customer-churn-ict-u-ai_5faf60f4ddcc,2026-01-26T19:13:46-08:00,bank-customer-churn-ict-u-ai,success,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,,simple-baseline,,,auc,0.925960355201036,0.925960355201036,,98.382229,240,1804530468,d3e2dc070c07fc5b…,b1a2939fbae674b6…,0.4099
bank-customer-churn-ict-u-ai_3fd0a9eae3c0,2026-01-25T17:31:02-08:00,bank-customer-churn-ict-u-ai,success,nanogpt,qwen/qwen3-next-80b-a3b-thinking,,simple-baseline,,,auc,0.925894564606023,0.925894564606023,,184.481406,240,1537644291,2394dbf39f682cc2…,247978d937c30228…,0.7687
bank-customer-churn-ict-u-ai_5efd24c5e56a,2026-01-25T17:24:38-08:00,bank-customer-churn-ict-u-ai,success,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,,simple-baseline,,,auc,0.92578923147722,0.92578923147722,,73.271146,240,131281191,166adccce55b8785…,6f97e656e29863c7…,0.3053
bank-customer-churn-ict-u-ai_a61cc6247ecf,2026-01-26T20:33:37-08:00,bank-customer-churn-ict-u-ai,success,chutes,zai-org/GLM-4.6-FP8,,good-baseline,,,auc,0.925680489509298,0.925680489509298,,105.631569,600,923017488,d318d938ee0a9cb5…,25f3a7cd09b35f5c…,0.1761
bank-customer-churn-ict-u-ai_0e2c40769e6f,2026-01-26T20:33:16-08:00,bank-customer-churn-ict-u-ai,success,chutes,zai-org/GLM-4.6-FP8,,good-baseline,,,auc,0.925475277394283,0.925475277394283,,75.592227,600,1630465488,3c5cf7c7c6b90676…,dd07005a38b875a8…,0.126
bank-customer-churn-ict-u-ai_d55ffefb6f40,2026-01-26T20:34:55-08:00,bank-customer-churn-ict-u-ai,success,chutes,microsoft/Phi-3.5-mini-instruct,,good-baseline,,,auc,0.925436757512229,0.925436757512229,,98.888041,600,950901780,b682a786ae585f7a…,b8078b1ea29ce87a…,0.1648
bank-customer-churn-ict-u-ai_389cf255d3b2,2026-01-26T19:17:48-08:00,bank-customer-churn-ict-u-ai,success,nanogpt,deepseek/deepseek-v3.2,,simple-baseline,,,auc,0.925352218302057,0.925352218302057,,73.599286,240,878076069,a215c52c267f649e…,8a0014eaf7991b35…,0.3067
bank-customer-churn-ict-u-ai_2c15a619d0c9,2026-01-26T21:07:34-08:00,bank-customer-churn-ict-u-ai,success,nanogpt,qwen/qwen3-next-80b-a3b-thinking,,sota-xgb,,,auc,0.925256089038878,0.925256089038878,,212.529887,1200,528277913,820d5d7f69cbdeef…,820d5d7f69cbdeef…,0.1771
bank-customer-churn-ict-u-ai_53f91437d8ee,2026-01-26T19:15:43-08:00,bank-customer-churn-ict-u-ai,success,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,,simple-baseline,,,auc,0.925200524961224,0.925200524961224,,77.850982,240,538525401,57854ffefba290fa…,2ff0f4d86ab64d9c…,0.3244
bank-customer-churn-ict-u-ai_fd1dfef327bb,2026-01-26T19:19:25-08:00,bank-customer-churn-ict-u-ai,success,nanogpt,qwen/qwen3-next-80b-a3b-thinking,,simple-baseline,,,auc,0.925091782993302,0.925091782993302,,95.12526,240,1032991292,a802db8484b43287…,6c44106198db2b3e…,0.3964
bank-customer-churn-ict-u-ai_15fb61f6a119,2026-01-25T17:28:24-08:00,bank-customer-churn-ict-u-ai,success,chutes,microsoft/Phi-3.5-mini-instruct,,simple-baseline,,,auc,0.925078147636822,0.925078147636822,,120.155654,240,1755687455,8a41406f2b266ff2…,42db7ba36878bb8d…,0.5006
bank-customer-churn-ict-u-ai_bf128f11fdff,2026-01-26T20:35:13-08:00,bank-customer-churn-ict-u-ai,success,nanogpt,deepseek/deepseek-v3.2,,good-baseline,,,auc,0.924929863135109,0.924929863135109,,94.117648,600,1981688800,17e3c619949ff52b…,2ba9868c9653acff…,0.1569
bank-customer-churn-ict-u-ai_79a01c2ab570,2026-01-26T18:53:47-08:00,bank-customer-churn-ict-u-ai,success,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,,simple-baseline,,,auc,0.924814644372859,0.924814644372859,,106.641831,240,1590201965,7b31a54b9b8b75f4…,a6f7baeaf090acba…,0.4443
bank-customer-churn-ict-u-ai_a0f8d4f882b5,2026-01-26T19:17:32-08:00,bank-customer-churn-ict-u-ai,success,nanogpt,deepseek/deepseek-v3.2,,simple-baseline,,,auc,0.924772374767773,0.924772374767773,,73.348301,240,641246651,8e0a28e1b9f936a5…,a479adc7e6978de0…,0.3056
bank-customer-churn-ict-u-ai_52cc7432659c,2026-01-26T19:18:54-08:00,bank-customer-churn-ict-u-ai,success,chutes,microsoft/Phi-3.5-mini-instruct,,simple-baseline,,,auc,0.924706925056672,0.924706925056672,,165.465423,240,865538180,aac7dd091b0d79fb…,d82fc2334ff869fa…,0.6894
bank-customer-churn-ict-u-ai_4f1439c70deb,2026-01-25T17:29:32-08:00,bank-customer-churn-ict-u-ai,success,nanogpt,deepseek/deepseek-v3.2,,simple-baseline,,,auc,0.924599546624397,0.924599546624397,,161.208971,240,1801534893,30f1723b00cb47d6…,8d68df1144906857…,0.6717
bank-customer-churn-ict-u-ai_3c2029da13e3,2026-01-26T19:16:20-08:00,bank-customer-churn-ict-u-ai,success,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,,simple-baseline,,,auc,0.924542619011096,0.924542619011096,,77.357049,240,1962969400,36d90edf11c7c03f…,cb9251ffc8a90897…,0.3223
bank-customer-churn-ict-u-ai_1aaadbb52ff5,2026-01-26T19:13:55-08:00,bank-customer-churn-ict-u-ai,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,,simple-baseline,,,auc,0.924435240578821,0.924435240578821,,107.395179,240,457508910,e2091ce2bbd2d72d…,c3bb0b18592a0448…,0.4475
bank-customer-churn-ict-u-ai_857bb28753a5,2026-01-26T20:33:32-08:00,bank-customer-churn-ict-u-ai,success,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,,good-baseline,,,auc,0.924278093095396,0.924278093095396,,63.08511,600,1528540271,d5779d9ecb18e666…,bbaf5a68575687bc…,0.1051
bank-customer-churn-ict-u-ai_5b83cbcc7b8f,2026-01-26T18:55:15-08:00,bank-customer-churn-ict-u-ai,success,nanogpt,deepseek/deepseek-v3.2,,simple-baseline,,,auc,0.924276729559748,0.924276729559748,,105.385924,240,742803519,af7658d1bc0b122b…,a81a8dc362787c3e…,0.4391
bank-customer-churn-ict-u-ai_4c76e6065741,2026-01-25T17:27:07-08:00,bank-customer-churn-ict-u-ai,success,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,,simple-baseline,,,auc,0.924252526801998,0.924252526801998,,133.673971,240,899241768,f2747437a75de40e…,f3e413af81732f48…,0.557
bank-customer-churn-ict-u-ai_bd2316c483ae,2026-01-26T19:17:50-08:00,bank-customer-churn-ict-u-ai,success,chutes,microsoft/Phi-3.5-mini-instruct,,simple-baseline,,,auc,0.924243322936374,0.924243322936374,,126.422852,240,1439938312,bdb263ed5c32378d…,d9bac838d1559e8f…,0.5268
